airline,source_airport,departure_airport_name,departure_city,departure_country,dest_airport,arrival_airport_name,arrival_city,arrival_country,equipment
KE,NRT,Narita International Airport,Tokyo,Japan,ICN,Incheon International Airport,Seoul,South Korea,332 73H 77W 333 744 73J
KE,NRT,Narita International Airport,Tokyo,Japan,PUS,Gimhae International Airport,Busan,South Korea,739
KE,OIT,Oita Airport,Oita,Japan,ICN,Incheon International Airport,Seoul,South Korea,73H 73J
KE,OKJ,Okayama Airport,Okayama,Japan,ICN,Incheon International Airport,Seoul,South Korea,739
KE,ORD,Chicago O'Hare International Airport,Chicago,United States,ICN,Incheon International Airport,Seoul,South Korea,772 77W
KE,PEK,Beijing Capital International Airport,Beijing,China,CJU,Jeju International Airport,Cheju,South Korea,333
KE,PEK,Beijing Capital International Airport,Beijing,China,GMP,Gimpo International Airport,Seoul,South Korea,772 744
KE,PEK,Beijing Capital International Airport,Beijing,China,ICN,Incheon International Airport,Seoul,South Korea,773 772 332
KE,PEK,Beijing Capital International Airport,Beijing,China,PUS,Gimhae International Airport,Busan,South Korea,333
KE,PNH,Phnom Penh International Airport,Phnom-penh,Cambodia,ICN,Incheon International Airport,Seoul,South Korea,73H 73J
KE,PRG,Václav Havel Airport Prague,Prague,Czech Republic,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,319
KE,PRG,Václav Havel Airport Prague,Prague,Czech Republic,ICN,Incheon International Airport,Seoul,South Korea,744 333
KE,PUS,Gimhae International Airport,Busan,South Korea,BKK,Suvarnabhumi Airport,Bangkok,Thailand,333
KE,PUS,Gimhae International Airport,Busan,South Korea,CEB,Mactan Cebu International Airport,Cebu,Philippines,73H
KE,PUS,Gimhae International Airport,Busan,South Korea,CTS,New Chitose Airport,Sapporo,Japan,73H
KE,PUS,Gimhae International Airport,Busan,South Korea,FUK,Fukuoka Airport,Fukuoka,Japan,739
KE,PUS,Gimhae International Airport,Busan,South Korea,GUM,Antonio B. Won Pat International Airport,Agana,Guam,73H
KE,PUS,Gimhae International Airport,Busan,South Korea,HAN,Noi Bai International Airport,Hanoi,Vietnam,321
KE,PUS,Gimhae International Airport,Busan,South Korea,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,739
KE,PUS,Gimhae International Airport,Busan,South Korea,KIX,Kansai International Airport,Osaka,Japan,73H
KE,PUS,Gimhae International Airport,Busan,South Korea,NGO,Chubu Centrair International Airport,Nagoya,Japan,739
KE,PUS,Gimhae International Airport,Busan,South Korea,NKG,Nanjing Lukou Airport,Nanjing,China,73H
KE,PUS,Gimhae International Airport,Busan,South Korea,NRT,Narita International Airport,Tokyo,Japan,739
KE,PUS,Gimhae International Airport,Busan,South Korea,PEK,Beijing Capital International Airport,Beijing,China,333
KE,PUS,Gimhae International Airport,Busan,South Korea,PVG,Shanghai Pudong International Airport,Shanghai,China,739
KE,PUS,Gimhae International Airport,Busan,South Korea,REP,Siem Reap International Airport,Siem-reap,Cambodia,73H
KE,PUS,Gimhae International Airport,Busan,South Korea,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,321
KE,PUS,Gimhae International Airport,Busan,South Korea,TAO,Liuting Airport,Qingdao,China,73H
KE,PVG,Shanghai Pudong International Airport,Shanghai,China,ICN,Incheon International Airport,Seoul,South Korea,772 77W 333
KE,PVG,Shanghai Pudong International Airport,Shanghai,China,PUS,Gimhae International Airport,Busan,South Korea,739
KE,REP,Siem Reap International Airport,Siem-reap,Cambodia,ICN,Incheon International Airport,Seoul,South Korea,73J 73H
KE,REP,Siem Reap International Airport,Siem-reap,Cambodia,PUS,Gimhae International Airport,Busan,South Korea,73H
KE,RGN,Yangon International Airport,Yangon,Burma,ICN,Incheon International Airport,Seoul,South Korea,73H
KE,ROR,Babelthuap Airport,Babelthuap,Palau,ICN,Incheon International Airport,Seoul,South Korea,73H
KE,RUH,King Khaled International Airport,Riyadh,Saudi Arabia,ICN,Incheon International Airport,Seoul,South Korea,332
KE,SCL,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,76W
KE,SCL,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,LIM,Jorge Chávez International Airport,Lima,Peru,763
KE,SEA,Seattle Tacoma International Airport,Seattle,United States,ICN,Incheon International Airport,Seoul,South Korea,772 77W
KE,SFO,San Francisco International Airport,San Francisco,United States,ICN,Incheon International Airport,Seoul,South Korea,77W 772
KE,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,ICN,Incheon International Airport,Seoul,South Korea,321 73H 333 744
KE,SGN,Tan Son Nhat International Airport,Ho Chi Minh City,Vietnam,PUS,Gimhae International Airport,Busan,South Korea,321
KE,SHA,Shanghai Hongqiao International Airport,Shanghai,China,GMP,Gimpo International Airport,Seoul,South Korea,772
KE,SHE,Taoxian Airport,Shenyang,China,ICN,Incheon International Airport,Seoul,South Korea,773 332 73H 744
KE,SIN,Singapore Changi Airport,Singapore,Singapore,ICN,Incheon International Airport,Seoul,South Korea,77W 773
KE,SVO,Sheremetyevo International Airport,Moscow,Russia,ICN,Incheon International Airport,Seoul,South Korea,772
KE,SYD,Sydney Kingsford Smith International Airport,Sydney,Australia,ICN,Incheon International Airport,Seoul,South Korea,333
KE,SZX,Shenzhen Bao'an International Airport,Shenzhen,China,ICN,Incheon International Airport,Seoul,South Korea,73J
KE,TAO,Liuting Airport,Qingdao,China,ICN,Incheon International Airport,Seoul,South Korea,73J 333 744
KE,TAO,Liuting Airport,Qingdao,China,PUS,Gimhae International Airport,Busan,South Korea,73H
KE,TAS,Tashkent International Airport,Tashkent,Uzbekistan,ICN,Incheon International Airport,Seoul,South Korea,332 763 753
KE,TIJ,General Abelardo L. Rodríguez International Airport,Tijuana,Mexico,NRT,Narita International Airport,Tokyo,Japan,787
KE,TLV,Ben Gurion International Airport,Tel-aviv,Israel,ICN,Incheon International Airport,Seoul,South Korea,772
KE,TNA,Yaoqiang Airport,Jinan,China,ICN,Incheon International Airport,Seoul,South Korea,73J 739
KE,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,ICN,Incheon International Airport,Seoul,South Korea,333 73H
KE,TSN,Tianjin Binhai International Airport,Tianjin,China,ICN,Incheon International Airport,Seoul,South Korea,73H 739
KE,TXN,Tunxi International Airport,Huangshan,China,ICN,Incheon International Airport,Seoul,South Korea,73H 73J
KE,ULN,Chinggis Khaan International Airport,Ulan Bator,Mongolia,ICN,Incheon International Airport,Seoul,South Korea,333
KE,VIE,Vienna International Airport,Vienna,Austria,ZRH,Zürich Airport,Zurich,Switzerland,77W
KE,VVO,Vladivostok International Airport,Vladivostok,Russia,ICN,Incheon International Airport,Seoul,South Korea,73J
KE,WUH,Wuhan Tianhe International Airport,Wuhan,China,ICN,Incheon International Airport,Seoul,South Korea,73J
KE,XIY,Xi'an Xianyang International Airport,Xi'an,China,ICN,Incheon International Airport,Seoul,South Korea,332
KE,XMN,Xiamen Gaoqi International Airport,Xiamen,China,ICN,Incheon International Airport,Seoul,South Korea,73H 73J
KE,YNJ,Yanji Chaoyangchuan Airport,Yanji,China,ICN,Incheon International Airport,Seoul,South Korea,739
KE,YNT,Yantai Laishan Airport,Yantai,China,ICN,Incheon International Airport,Seoul,South Korea,320
KE,YVR,Vancouver International Airport,Vancouver,Canada,ICN,Incheon International Airport,Seoul,South Korea,772
KE,YYZ,Lester B. Pearson International Airport,Toronto,Canada,ICN,Incheon International Airport,Seoul,South Korea,772
KE,ZRH,Zürich Airport,Zurich,Switzerland,ICN,Incheon International Airport,Seoul,South Korea,77W
KK,ADA,Adana Airport,Adana,Turkey,EBL,Erbil International Airport,Erbil,Iraq,320
KK,ADA,Adana Airport,Adana,Turkey,ECN,Ercan International Airport,Nicosia,Cyprus,320
KK,ADB,Adnan Menderes International Airport,Izmir,Turkey,ECN,Ercan International Airport,Nicosia,Cyprus,320
KK,EBL,Erbil International Airport,Erbil,Iraq,ADA,Adana Airport,Adana,Turkey,320
KK,EBL,Erbil International Airport,Erbil,Iraq,ESB,Esenboğa International Airport,Ankara,Turkey,320
KK,EBL,Erbil International Airport,Erbil,Iraq,IST,Atatürk International Airport,Istanbul,Turkey,320
KK,ECN,Ercan International Airport,Nicosia,Cyprus,ADA,Adana Airport,Adana,Turkey,320
KK,ECN,Ercan International Airport,Nicosia,Cyprus,ADB,Adnan Menderes International Airport,Izmir,Turkey,320
KK,ECN,Ercan International Airport,Nicosia,Cyprus,IST,Atatürk International Airport,Istanbul,Turkey,320
KK,ESB,Esenboğa International Airport,Ankara,Turkey,EBL,Erbil International Airport,Erbil,Iraq,320
KK,IKA,Imam Khomeini International Airport,Tehran,Iran,IST,Atatürk International Airport,Istanbul,Turkey,320
KK,IST,Atatürk International Airport,Istanbul,Turkey,EBL,Erbil International Airport,Erbil,Iraq,320
KK,IST,Atatürk International Airport,Istanbul,Turkey,ECN,Ercan International Airport,Nicosia,Cyprus,320
KK,IST,Atatürk International Airport,Istanbul,Turkey,IKA,Imam Khomeini International Airport,Tehran,Iran,320
KK,IST,Atatürk International Airport,Istanbul,Turkey,ISU,Sulaymaniyah International Airport,Sulaymaniyah,Iraq,320
KK,IST,Atatürk International Airport,Istanbul,Turkey,LTN,London Luton Airport,London,United Kingdom,320
KK,IST,Atatürk International Airport,Istanbul,Turkey,NBC,Begishevo Airport,Nizhnekamsk,Russia,320
KK,IST,Atatürk International Airport,Istanbul,Turkey,TBS,Tbilisi International Airport,Tbilisi,Georgia,320
KK,ISU,Sulaymaniyah International Airport,Sulaymaniyah,Iraq,IST,Atatürk International Airport,Istanbul,Turkey,320
KK,LTN,London Luton Airport,London,United Kingdom,IST,Atatürk International Airport,Istanbul,Turkey,320
KK,NBC,Begishevo Airport,Nizhnekamsk,Russia,IST,Atatürk International Airport,Istanbul,Turkey,320
KK,TBS,Tbilisi International Airport,Tbilisi,Georgia,IST,Atatürk International Airport,Istanbul,Turkey,320
KL,AAL,Aalborg Airport,Aalborg,Denmark,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,EMJ F70
KL,ABV,Nnamdi Azikiwe International Airport,Abuja,Nigeria,CDG,Charles de Gaulle International Airport,Paris,France,332
KL,ABZ,Aberdeen Dyce Airport,Aberdeen,United Kingdom,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,737 EMJ F70
KL,ACC,Kotoka International Airport,Accra,Ghana,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,330
KL,ADD,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,JIB,Djibouti-Ambouli Airport,Djibouti,Djibouti,EMJ E90
KL,ADD,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,E90
KL,AES,Ålesund Airport,Alesund,Norway,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,EMJ
KL,ALA,Almaty Airport,Alma-ata,Kazakhstan,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,330
KL,ALG,Houari Boumediene Airport,Algier,Algeria,CDG,Charles de Gaulle International Airport,Paris,France,319
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AAL,Aalborg Airport,Aalborg,Denmark,F70 EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,ABZ,Aberdeen Dyce Airport,Aberdeen,United Kingdom,EMJ 737 F70
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,ACC,Kotoka International Airport,Accra,Ghana,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AES,Ålesund Airport,Alesund,Norway,EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,ALA,Almaty Airport,Alma-ata,Kazakhstan,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,ATH,Eleftherios Venizelos International Airport,Athens,Greece,737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States, 777
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AUA,Queen Beatrix International Airport,Oranjestad,Aruba,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,BCN,Barcelona International Airport,Barcelona,Spain,737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,BGO,Bergen Airport Flesland,Bergen,Norway,F70 EMJ 737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,BHX,Birmingham International Airport,Birmingham,United Kingdom,EMJ 737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,BKK,Suvarnabhumi Airport,Bangkok,Thailand,777
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,BLL,Billund Airport,Billund,Denmark,737 EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,BLQ,Bologna Guglielmo Marconi Airport,Bologna,Italy,EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,BOD,Bordeaux-Mérignac Airport,Bordeaux,France,F70
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,BOM,Chhatrapati Shivaji International Airport,Mumbai,India,76W
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,BOS,General Edward Lawrence Logan International Airport,Boston,United States,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,BRE,Bremen Airport,Bremen,Germany,F70
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,BRS,Bristol Airport,Bristol,United Kingdom,EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,BRU,Brussels Airport,Brussels,Belgium,F70 EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,BSL,EuroAirport Basel-Mulhouse-Freiburg Airport,Mulhouse,France,F70 EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,BUD,Budapest Liszt Ferenc International Airport,Budapest,Hungary,737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,CAI,Cairo International Airport,Cairo,Egypt,777
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,CAN,Guangzhou Baiyun International Airport,Guangzhou,China,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,CDG,Charles de Gaulle International Airport,Paris,France,737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,CFE,Clermont-Ferrand Auvergne Airport,Clermont-Ferrand,France,ERJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,CGN,Cologne Bonn Airport,Cologne,Germany,F70
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,737 EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,CPT,Cape Town International Airport,Cape Town,South Africa,777
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,CTU,Chengdu Shuangliu International Airport,Chengdu,China,74M
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,CUR,Hato International Airport,Willemstad,Netherlands Antilles,747
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,CWL,Cardiff International Airport,Cardiff,United Kingdom,F70
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,DEL,Indira Gandhi International Airport,Delhi,India,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,DMM,King Fahd International Airport,Dammam,Saudi Arabia,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,DOH,Hamad International Airport,Doha,Qatar,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,777 330 76W
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,DUS,Düsseldorf Airport,Duesseldorf,Germany,F70
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,DXB,Dubai International Airport,Dubai,United Arab Emirates,777
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,EDI,Edinburgh Airport,Edinburgh,United Kingdom,737 EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,EWR,Newark Liberty International Airport,Newark,United States,76W
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,777
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,FLR,Peretola Airport,Florence,Italy,EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,FRA,Frankfurt am Main Airport,Frankfurt,Germany,EMJ F70
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,FUK,Fukuoka Airport,Fukuoka,Japan,777
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,GIG,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,777
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,GLA,Glasgow International Airport,Glasgow,United Kingdom,EMJ 737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,GOT,Gothenburg-Landvetter Airport,Gothenborg,Sweden,EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,GRU,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,777
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,GVA,Geneva Cointrin International Airport,Geneva,Switzerland,737 F70 EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,HAJ,Hannover Airport,Hannover,Germany,EMJ F70
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,HAM,Hamburg Airport,Hamburg,Germany,737 EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,HAV,José Martí International Airport,Havana,Cuba,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,HEL,Helsinki Vantaa Airport,Helsinki,Finland,737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,HGH,Hangzhou Xiaoshan International Airport,Hangzhou,China,777
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,74M
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,HRE,Robert Gabriel Mugabe International Airport,Harare,Zimbabwe,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,HUY,Humberside Airport,Humberside,United Kingdom,F70
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,IAD,Washington Dulles International Airport,Washington,United States,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,IAH,George Bush Intercontinental Houston Airport,Houston,United States,74M
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,ICN,Incheon International Airport,Seoul,South Korea,74M 330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,IST,Atatürk International Airport,Istanbul,Turkey,737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,JFK,John F Kennedy International Airport,New York,United States,330 777 74M 747
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,JNB,OR Tambo International Airport,Johannesburg,South Africa,777
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,JRO,Kilimanjaro International Airport,Kilimanjaro,Tanzania,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,KBP,Boryspil International Airport,Kiev,Ukraine,737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,KGL,Kigali International Airport,Kigali,Rwanda,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,KIX,Kansai International Airport,Osaka,Japan,777
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,KRS,Kristiansand Airport,Kristiansand,Norway,F70 EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,KUL,Kuala Lumpur International Airport,Kuala Lumpur,Malaysia,777
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,KWI,Kuwait International Airport,Kuwait,Kuwait,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,LAD,Quatro de Fevereiro Airport,Luanda,Angola,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,LAX,Los Angeles International Airport,Los Angeles,United States,74M 747
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,LBA,Leeds Bradford Airport,Leeds,United Kingdom,F70 EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,LCA,Larnaca International Airport,Larnaca,Cyprus,32S
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,LCY,London City Airport,London,United Kingdom,ARJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,LED,Pulkovo Airport,St. Petersburg,Russia,737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,LHR,London Heathrow Airport,London,United Kingdom,737 F70 EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,LIM,Jorge Chávez International Airport,Lima,Peru,777
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,LIN,Milano Linate Airport,Milan,Italy,737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,LIS,Humberto Delgado Airport (Lisbon Portela Airport),Lisbon,Portugal,737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,LOS,Murtala Muhammed International Airport,Lagos,Nigeria,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,LPI,Linköping City Airport,Linkoeping,Sweden,F70 EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,LUX,Luxembourg-Findel International Airport,Luxemburg,Luxembourg,EMJ F70
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,LYS,Lyon Saint-Exupéry Airport,Lyon,France,EMJ F70
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,MAD,Adolfo Suárez Madrid–Barajas Airport,Madrid,Spain,737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,MAN,Manchester Airport,Manchester,United Kingdom,737 EMJ F70
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,MEX,Licenciado Benito Juarez International Airport,Mexico City,Mexico,74M
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,MME,Durham Tees Valley Airport,Teesside,United Kingdom,F70
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,MRS,Marseille Provence Airport,Marseille,France,32S
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,330 76W
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,MUC,Munich Airport,Munich,Germany,737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,747
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,NCE,Nice-Côte d'Azur Airport,Nice,France,737 EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,NCL,Newcastle Airport,Newcastle,United Kingdom,EMJ 737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,NRT,Narita International Airport,Tokyo,Japan,747 74M 777
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,NTE,Nantes Atlantique Airport,Nantes,France,ERJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,NUE,Nuremberg Airport,Nuernberg,Germany,EMJ F70
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,NWI,Norwich International Airport,Norwich,United Kingdom,F70
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,ORD,Chicago O'Hare International Airport,Chicago,United States,74M
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,OSL,Oslo Lufthavn,Oslo,Norway,737 EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,OTP,Henri Coandă International Airport,Bucharest,Romania,737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,PBM,Johan Adolf Pengel International Airport,Zandery,Suriname,747
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,PDX,Portland International Airport,Portland,United States,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,PEK,Beijing Capital International Airport,Beijing,China,74M
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,PRG,Václav Havel Airport Prague,Prague,Czech Republic,F70 EMJ 737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,PTY,Tocumen International Airport,Panama City,Panama,777
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,PVG,Shanghai Pudong International Airport,Shanghai,China,74M 747
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,RIX,Riga International Airport,Riga,Latvia,737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,SEA,Seattle Tacoma International Airport,Seattle,United States,330
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,SFO,San Francisco International Airport,San Francisco,United States,747
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,SIN,Singapore Changi Airport,Singapore,Singapore,777
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,STR,Stuttgart Airport,Stuttgart,Germany,F70 EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,SVG,Stavanger Airport Sola,Stavanger,Norway,EMJ 737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,SVO,Sheremetyevo International Airport,Moscow,Russia,737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,SXB,Strasbourg Airport,Strasbourg,France,ERJ CRJ EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,SXM,Princess Juliana International Airport,Philipsburg,Netherlands Antilles,747
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,TBS,Tbilisi International Airport,Tbilisi,Georgia,737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,TLL,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,CRJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,TLS,Toulouse-Blagnac Airport,Toulouse,France,EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,TLV,Ben Gurion International Airport,Tel-aviv,Israel,737
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,777
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,TRD,Trondheim Airport Værnes,Trondheim,Norway,EMJ
KL,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,TRF,"Sandefjord Airport, Torp",Sandefjord,Norway,EMJ
